OMIM Search - 'NOT prefix:\^'
Downloaded:	Oct 30, 2017
Copyright (c) 1966-2017 Johns Hopkins University OMIM, data are provided for research purposes only.

MIM Number	Title	Included Titles	Cytogenetic Location	Genomic Coordinates (From NCBI/GRCh38)	Entrez Gene ID
#188740	TIBIA, HYPOPLASIA OR APLASIA OF, WITH POLYDACTYLY; THYP		7q36.3		
#188890	TOBACCO ADDICTION, SUSCEPTIBILITY TO		5p15.33, 9q22.33, 19q13.2, 20q13.33		
#189500	WITKOP SYNDROME		4p16.2		
#190300	TREMOR, HEREDITARY ESSENTIAL, 1; ETM1		3q13.31		
#190320	TRICHODENTOOSSEOUS SYNDROME; TDO		17q21.33		
#190330	TRICHOMEGALY; TCMGLY		4q21.21		
#190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I; TRPS1		8q23.3		
#190351	TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3		8q23.3		
#190440	TRIGONOCEPHALY 1; TRIGNO1		8p11.23		
#190685	DOWN SYNDROME	DOWN SYNDROME CHROMOSOME REGION, INCLUDED; DCR, INCLUDED;;DOWN SYNDROME CRITICAL REGION, INCLUDED; DSCR, INCLUDED;;TRANSIENT MYELOPROLIFERATIVE DISORDER OF DOWN SYNDROME, INCLUDED;;LEUKEMIA, MEGAKARYOBLASTIC, OF DOWN SYNDROME, INCLUDED	21q22.3	21:41200000-46709983	
#190900	TRITANOPIA		7q32.1		
#191100	TUBEROUS SCLEROSIS 1; TSC1		9q34.13		
#191480	UNCOMBABLE HAIR SYNDROME 1; UHS1		1p36.13		
#191830	RENAL HYPODYSPLASIA/APLASIA 1; RHDA1		10p13		
#191900	MUCKLE-WELLS SYNDROME; MWS		1q44		
#192315	VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY; RVCL		3p21.31		
#192430	VELOCARDIOFACIAL SYNDROME		22q11.21		
#192500	LONG QT SYNDROME 1; LQT1	LONG QT SYNDROME 1/2, DIGENIC, INCLUDED; LQT1/2, DIGENIC, INCLUDED;;LONG QT SYNDROME 1, ACQUIRED, SUSCEPTIBILITY TO, INCLUDED	11p15.5-p15.4		
#192600	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1; CMH1		3p25.3, 14q11.2, 20q11.21		
#192605	VENTRICULAR TACHYCARDIA, FAMILIAL		3p21.31		
#192950	VERTICAL TALUS, CONGENITAL; CVT		2q31.1		
#193100	HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL DOMINANT; ADHR		12p13.32		
#193220	VITREORETINOCHOROIDOPATHY; VRCP	MICROCORNEA, ROD-CONE DYSTROPHY, CATARACT, AND POSTERIOR STAPHYLOMA, INCLUDED; MRCS, INCLUDED	11q12.3		
#193230	VITREORETINAL DEGENERATION, SNOWFLAKE TYPE; SVD		2q37.1		
#193235	VITREORETINOPATHY, NEOVASCULAR INFLAMMATORY; VRNI		11q13.5		
#193300	VON HIPPEL-LINDAU SYNDROME; VHL	VON HIPPEL-LINDAU SYNDROME, MODIFIERS OF, INCLUDED	3p25.3, 11q13.3		
#193400	VON WILLEBRAND DISEASE, TYPE 1; VWD1		12p13.31		
#193500	WAARDENBURG SYNDROME, TYPE 1; WS1		2q36.1		
#193510	WAARDENBURG SYNDROME, TYPE 2A; WS2A		3p13		
#193520	WATSON SYNDROME; WTSN		17q11.2		
#193530	WEYERS ACROFACIAL DYSOSTOSIS; WAD		4p16.2, 4p16.2		
#193670	WHIM SYNDROME; WHIMS		2q22.1		
#193700	ARTHROGRYPOSIS, DISTAL, TYPE 2A; DA2A		17p13.1		
#193900	WHITE SPONGE NEVUS 1; WSN1		12q13.13		
#194050	WILLIAMS-BEUREN SYNDROME; WBS		7q11.23	7:72700000-77900000	
#194070	WILMS TUMOR 1; WT1		11p13, 13q13.1, Xq26.2		
#194071	WILMS TUMOR 2; WT2		11p15.5		
#194072	WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME; WAGR		11p13	11:31000000-36400000	
#194080	DENYS-DRASH SYNDROME; DDS		11p13		
#194190	WOLF-HIRSCHHORN SYNDROME; WHS		4p16.3		
#194200	WOLFF-PARKINSON-WHITE SYNDROME	PREEXCITATION SYNDROME, INCLUDED;;ACCESSORY ATRIOVENTRICULAR PATHWAYS, INCLUDED	7q36.1		
#194300	WOOLLY HAIR, AUTOSOMAL DOMINANT; ADWH		12q13.13		
#194380	DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA; DHS1		16q24.3		
#200100	ABETALIPOPROTEINEMIA; ABL		4q23		
#200110	ABLEPHARON-MACROSTOMIA SYNDROME; AMS		2q37.3		
#200150	CHOREOACANTHOCYTOSIS; CHAC		9q21.2		
#200500	ACHEIROPODY; ACHP		7q36.3		
#200600	ACHONDROGENESIS, TYPE IA; ACG1A		14q32.12		
#200610	ACHONDROGENESIS, TYPE II; ACG2	HYPOCHONDROGENESIS, INCLUDED	12q13.11		
#200700	CHONDRODYSPLASIA, GREBE TYPE		20q11.22		
#200990	ACROCALLOSAL SYNDROME; ACLS	JOUBERT SYNDROME 12, INCLUDED; JBTS12, INCLUDED;;JOUBERT SYNDROME 12/15, DIGENIC, INCLUDED	15q26.1		
#201000	CARPENTER SYNDROME 1; CRPT1		6p12.1-p11.2		
#201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE; AEZ		8q24.3		




